dataset,method,split,traintest,coverage,width,rmse
concrete,ll_svi,11,test,0.9819417475728155,1.2699822948615094,4.476604521462488
concrete,ll_svi,12,trainval,0.9815641855447681,1.2781118068594128,4.34688085923712
concrete,ll_svi,12,test,0.9627184466019417,1.279805606764384,5.721442532563035
concrete,ll_svi,13,trainval,0.9848274002157498,1.2472981941709085,4.349999802513426
concrete,ll_svi,13,test,0.9743203883495145,1.260112348794397,4.317812690795545
concrete,ll_svi,14,trainval,0.9653505933117583,1.115228134292118,4.461994263308574
concrete,ll_svi,14,test,0.9333009708737864,1.088099877560036,5.8044106903951755
concrete,ll_svi,15,trainval,0.9909816612729234,1.2376326077469821,3.828312871445748
concrete,ll_svi,15,test,0.9665533980582525,1.1831344569580853,5.544243442730708
concrete,ll_svi,16,trainval,0.9840938511326861,1.2509205501087728,4.406027204906812
concrete,ll_svi,16,test,0.9338349514563107,1.2544199278346693,5.754780311096079
concrete,ll_svi,17,trainval,0.9925836030204962,1.2191280110375362,4.073200023997345
concrete,ll_svi,17,test,0.9794660194174757,1.2806067337822309,4.966867094462094
concrete,ll_svi,18,trainval,0.9844660194174757,1.2111132533141162,4.272247858195901
concrete,ll_svi,18,test,0.879757281553398,1.2248167693804024,6.495492441310762
concrete,ll_svi,19,trainval,0.9853236245954693,1.2515518710625557,4.6629331628571915
concrete,ll_svi,19,test,0.9699514563106796,1.2461355780467054,5.58826318326847
energy,svi,0,trainval,0.9776700434153401,0.8268804221322404,2.6511363364276113
energy,svi,0,test,0.9775974025974026,0.785501278887105,2.3324230027522224
energy,svi,1,trainval,0.9468017366136035,0.9761746472206073,2.987267798563373
energy,svi,1,test,0.9472077922077922,1.0625018407836226,3.2941989194096797
energy,svi,2,trainval,0.9792112879884226,0.797214468648963,2.668648558477162
energy,svi,2,test,0.9868831168831169,0.7796932844972834,2.657391566151438
energy,svi,3,trainval,0.9744066570188133,0.7965655640709548,2.507326579442067
energy,svi,3,test,0.9868831168831169,0.7876261508753556,2.477311664898943
energy,svi,4,trainval,0.9824746743849494,0.8245022717784406,2.5440593075210005
energy,svi,4,test,0.9555844155844155,0.8360382297459262,2.7421518751492084
energy,svi,5,trainval,0.985014471780029,0.8147149147027738,2.592722837269032
energy,svi,5,test,0.9907142857142858,0.7213488509123777,2.1551639616872835
energy,svi,6,trainval,0.9556295224312591,0.7987425560333058,2.835202132993284
energy,svi,6,test,0.9512987012987013,0.8843484311681299,3.1183401140466267
energy,svi,7,trainval,0.9845007235890014,0.7885461036968029,2.5162267136593344
energy,svi,7,test,0.977922077922078,0.8547952729296394,2.73427870299353
energy,svi,8,trainval,0.9935528219971056,0.9772671624747316,2.8742257477364745
energy,svi,8,test,0.9843506493506493,0.9114294005978985,2.3036185119035935
energy,svi,9,trainval,0.9823227206946454,0.8273052800582977,2.623972914393228
energy,svi,9,test,0.9835064935064936,0.8600491013161728,2.625411613908778
energy,svi,10,trainval,0.9768668596237338,0.7846202742663666,2.497242981479147
energy,svi,10,test,0.9809740259740259,0.8893246589254881,3.0166725564818333
energy,svi,11,trainval,0.9813675832127352,0.7953434416361174,2.66320567714071
energy,svi,11,test,0.9763636363636363,0.7126787690842341,2.3999485646544145
energy,svi,12,trainval,0.9789218523878437,0.7954006109186984,2.571901300455417
energy,svi,12,test,0.9747402597402598,0.8219148644402701,2.6649608974240184
energy,svi,13,trainval,0.9770043415340087,0.7829278960410454,2.4772807738484444
energy,svi,13,test,0.9794805194805195,0.8669221236625152,2.852986484128343
energy,svi,14,trainval,0.9858176555716354,0.7902915229403,2.434560250547429
energy,svi,14,test,0.9938311688311688,0.8878332777849322,2.7833710440775463
energy,svi,15,trainval,0.9876772793053545,0.8066272900031983,2.5104382114359995
energy,svi,15,test,0.9948051948051948,0.7945653795812914,2.6352604929659726
energy,svi,16,trainval,0.9834370477568741,0.7951259132231666,2.5760962178189657
energy,svi,16,test,0.97,0.9046314132418053,3.0847015108645506
energy,svi,17,trainval,0.985151953690304,0.7963077392423469,2.5695620739218294
energy,svi,17,test,0.9844805194805195,0.7921583217850117,2.5782035176350706
energy,svi,18,trainval,0.9680101302460202,0.7879801245545197,2.715060005618119
energy,svi,18,test,0.964025974025974,0.8118360568826638,2.75158967843297
energy,svi,19,trainval,0.9881114327062228,0.7946022679121197,2.411485784185833
energy,svi,19,test,0.9862987012987013,0.8870004845250957,2.8564549954045995
energy,ll_svi,0,trainval,0.9634225759768451,1.124859917413965,2.0149694089484393
energy,ll_svi,0,test,0.9477272727272728,1.10792298823373,2.237364538604873
energy,ll_svi,1,trainval,0.999753979739508,0.7467118973933171,1.1860436694280017
energy,ll_svi,1,test,0.995,0.8029057150918884,1.3578601013861527
energy,ll_svi,2,trainval,0.9991895803183791,0.8066501179887212,1.126197010370086
energy,ll_svi,2,test,1.0,0.7959536958607444,0.930209357166929
energy,ll_svi,3,trainval,0.9963892908827786,0.7586412586894038,1.1246967507852306
energy,ll_svi,3,test,0.9998051948051948,0.7200940545010894,1.1834165983970735
energy,ll_svi,4,trainval,0.9981620839363242,0.7371347939070889,1.0413084632715222
energy,ll_svi,4,test,0.9913636363636363,0.7954871150810116,1.1058024458729123
energy,ll_svi,5,trainval,0.9987481910274963,0.7480767555930345,0.9927832734356539
energy,ll_svi,5,test,1.0,0.7114269388417854,1.0694616581007803
energy,ll_svi,6,trainval,0.9958972503617946,0.7336765472271574,1.0795274399471355
energy,ll_svi,6,test,0.9996753246753247,0.8127575721757812,1.359432767583344
energy,ll_svi,7,trainval,0.998849493487699,0.7350096441011578,1.1804532926464704
energy,ll_svi,7,test,0.9977272727272727,0.7666041077224647,1.2736657891398453
energy,ll_svi,8,trainval,0.976534008683068,0.9106929303614392,1.5202356191029873
energy,ll_svi,8,test,0.9659740259740259,0.9102371978238712,1.6809396161508339
energy,ll_svi,9,trainval,0.9996092619392185,0.7818604018412739,1.0584783586146747
energy,ll_svi,9,test,1.0,0.8176305030657253,1.0916433758469064
energy,ll_svi,10,trainval,0.9999059334298118,0.7687134297603034,0.9599361455837312
energy,ll_svi,10,test,1.0,0.8145078211515915,1.01102436174874
energy,ll_svi,11,trainval,0.9979667149059335,0.7648593908564552,1.1319301647463
energy,ll_svi,11,test,0.9994805194805195,0.7160047651769954,1.0871301580126442
energy,ll_svi,12,trainval,0.9993777134587555,0.7376700431506342,1.1814057397168367
energy,ll_svi,12,test,0.9884415584415585,0.7343551679999261,1.1064480269266221
energy,ll_svi,13,trainval,0.9974529667149059,0.7303632972128972,1.00368946759169
energy,ll_svi,13,test,0.9999350649350649,0.7764416679141517,1.031691341615395
energy,ll_svi,14,trainval,0.9981693198263386,0.8167944744693164,1.0739156748318996
energy,ll_svi,14,test,0.9999350649350649,0.8117068240445634,1.2292959338786549
energy,ll_svi,15,trainval,0.9988205499276411,0.7384356943995405,1.137616162223542
energy,ll_svi,15,test,1.0,0.7797719278295335,1.2365048670997834
energy,ll_svi,16,trainval,0.9997033285094067,0.728008012742367,1.482157331013518
energy,ll_svi,16,test,0.9992857142857143,0.8070573240537605,1.6963442485458082
energy,ll_svi,17,trainval,0.9941099855282199,0.7469782729781869,1.139384080418214
energy,ll_svi,17,test,0.9998701298701299,0.7327191414253342,1.103437084093628
energy,ll_svi,18,trainval,0.9974457308248914,0.7822179078311878,1.679078946101133
energy,ll_svi,18,test,0.9939610389610389,0.7381373193114716,1.4614126291678264
energy,ll_svi,19,trainval,0.998726483357453,0.7464209680520061,1.1020722488719112
energy,ll_svi,19,test,0.997987012987013,0.7965240299621734,1.3098166360149461
kin8nm,svi,0,trainval,0.9845273294452733,1.691688049008742,0.0934441961812122
kin8nm,svi,0,test,0.9724236874236875,1.6977374384098682,0.10028461605063374
kin8nm,svi,1,trainval,0.9709080428590804,1.6793661141379832,0.10525511765040899
kin8nm,svi,1,test,0.9564896214896215,1.6793118951202106,0.11244796878782133
kin8nm,svi,2,trainval,0.9749070934490709,1.6762301648462061,0.10183050007062104
kin8nm,svi,2,test,0.9688034188034188,1.6619249717790214,0.10289814344786842
kin8nm,svi,3,trainval,0.9633473484334735,1.6271062937965541,0.1113274986521403
kin8nm,svi,3,test,0.9596642246642246,1.629107449002686,0.10954728901228551
kin8nm,svi,4,trainval,0.9280930421809305,1.6659269883688343,0.13058712419501486
kin8nm,svi,4,test,0.9211294261294262,1.6482997428366335,0.13123732117361345
kin8nm,svi,5,trainval,0.9710185813101858,1.6061386122190169,0.10304347164090458
kin8nm,svi,5,test,0.9670634920634921,1.6118068601331321,0.10744839948350374
kin8nm,svi,6,trainval,0.9697931642479316,1.6709065477725378,0.1063612986839623
kin8nm,svi,6,test,0.96506105006105,1.6674773264104907,0.1087235142072959
kin8nm,svi,7,trainval,0.973590804285908,1.69720901975901,0.10309737801289875
kin8nm,svi,7,test,0.9732234432234432,1.71748858798573,0.10478960779877937
kin8nm,svi,8,trainval,0.9560701207107012,1.6504262679299677,0.11177356184856048
kin8nm,svi,8,test,0.9486080586080586,1.647003422360627,0.11334851803187472
kin8nm,svi,9,trainval,0.9777763461277634,1.7244437730740523,0.10092918057950342
kin8nm,svi,9,test,0.9693956043956043,1.7319464042898576,0.10583363497825275
kin8nm,svi,10,trainval,0.9787393191373932,1.6969138530935863,0.0994579896050674
kin8nm,svi,10,test,0.9731501831501832,1.705532178615515,0.10353198577259146
kin8nm,svi,11,trainval,0.9756205072562051,1.6644070966721412,0.09795413646838627
kin8nm,svi,11,test,0.9638644688644689,1.6583234868185373,0.10569370859436383
kin8nm,svi,12,trainval,0.9753133053031331,1.614075954545544,0.1024698290696806
kin8nm,svi,12,test,0.9572649572649573,1.6234543619049975,0.10694440417130575
kin8nm,svi,13,trainval,0.97017699715177,1.6654098034220142,0.10668709080585177
kin8nm,svi,13,test,0.9591575091575092,1.662548933117111,0.11152677568887802
kin8nm,svi,14,trainval,0.9696405804964058,1.6955156895810273,0.10559429064017753
kin8nm,svi,14,test,0.9607020757020757,1.7033873409996105,0.11103446248530063
kin8nm,svi,15,trainval,0.9792004611420047,1.682024302478422,0.0984700577114458
kin8nm,svi,15,test,0.9692796092796093,1.6817930260628355,0.10442476018062914
kin8nm,svi,16,trainval,0.9741719788417198,1.677826105915087,0.10201447167319014
kin8nm,svi,16,test,0.9637789987789988,1.6727886123429068,0.10590648461748572
kin8nm,svi,17,trainval,0.971474298114743,1.7082328640565096,0.11493740457649158
kin8nm,svi,17,test,0.9642185592185593,1.7114026191551743,0.11619353977854549
kin8nm,svi,18,trainval,0.9748331750983318,1.6000737620799095,0.10455329501849535
kin8nm,svi,18,test,0.969981684981685,1.6139011492123025,0.10851636712955212
kin8nm,svi,19,trainval,0.9657893666078937,1.6486746640496661,0.1077742117219293
kin8nm,svi,19,test,0.9528510378510379,1.6686093986787027,0.11257617077700828
kin8nm,ll_svi,0,trainval,0.9766051810660518,1.2483293582219686,0.07445202266896013
kin8nm,ll_svi,0,test,0.9544505494505494,1.2520967864134211,0.08203050054904959
kin8nm,ll_svi,1,trainval,0.9764715855147158,1.2446368637940048,0.07520777748629234
kin8nm,ll_svi,1,test,0.9548107448107448,1.261369463873717,0.08506335038101218
kin8nm,ll_svi,2,trainval,0.9754943713549438,1.2411831786016967,0.07556485084258428
kin8nm,ll_svi,2,test,0.9646520146520147,1.2463719436578464,0.08021255919113615
kin8nm,ll_svi,3,trainval,0.9750976536009766,1.2572994139490825,0.07614692419789798
kin8nm,ll_svi,3,test,0.9693162393162393,1.268826757390445,0.07924128048213218
kin8nm,ll_svi,4,trainval,0.9726461413264614,1.243301618572018,0.07713435542639507
kin8nm,ll_svi,4,test,0.9603052503052503,1.2530859380728063,0.08439790762794966
kin8nm,ll_svi,5,trainval,0.9752319273023192,1.2650903612586542,0.07585041844735722
kin8nm,ll_svi,5,test,0.9568131868131868,1.2741560776568335,0.08358472495397583
kin8nm,ll_svi,6,trainval,0.9749627017496271,1.2611492057943752,0.07682745524628239
kin8nm,ll_svi,6,test,0.962008547008547,1.2708847730787902,0.08320350477730205
kin8nm,ll_svi,7,trainval,0.9759812830598128,1.2598759713713201,0.07523414925283801
kin8nm,ll_svi,7,test,0.9750854700854701,1.244711009164228,0.0759727686917104
kin8nm,ll_svi,8,trainval,0.9778116099281161,1.2573456075292002,0.07541490099166229
kin8nm,ll_svi,8,test,0.9716361416361416,1.2488124938042164,0.0782997208029578
kin8nm,ll_svi,9,trainval,0.9768337176183371,1.2710692750049037,0.0758876773336487
kin8nm,ll_svi,9,test,0.9653785103785104,1.278005936409828,0.08445277263299497
kin8nm,ll_svi,10,trainval,0.9755886342058864,1.2421677098782096,0.07473424825604398
kin8nm,ll_svi,10,test,0.9644444444444444,1.2637268717772558,0.07920445753541572
kin8nm,ll_svi,11,trainval,0.9737047334870473,1.2251899597957878,0.07423440324341236
kin8nm,ll_svi,11,test,0.9627899877899878,1.2478186662664073,0.08148462749731773
kin8nm,ll_svi,12,trainval,0.9751254577512546,1.252297780680476,0.0755238912917125
kin8nm,ll_svi,12,test,0.9582661782661782,1.2641431341502816,0.08355583204148959
kin8nm,ll_svi,13,trainval,0.9785894479858945,1.268326589008287,0.07619650472371309
kin8nm,ll_svi,13,test,0.9624542124542125,1.263098269132721,0.07920506807284612
kin8nm,ll_svi,14,trainval,0.9746982232469822,1.2324441780721545,0.07492037556915364
kin8nm,ll_svi,14,test,0.9634981684981685,1.252095705105355,0.08256027904282207
kin8nm,ll_svi,15,trainval,0.9712661060626611,1.259782740323711,0.07806515036053144
kin8nm,ll_svi,15,test,0.9628937728937729,1.2558999864253124,0.08111547506191052
kin8nm,ll_svi,16,trainval,0.9744445951444459,1.2595868440585658,0.07731582243162029
kin8nm,ll_svi,16,test,0.9634004884004884,1.2651633181908115,0.08149837469967325
kin8nm,ll_svi,17,trainval,0.9767720059677201,1.2515538058164324,0.07556091037670011
kin8nm,ll_svi,17,test,0.9595543345543346,1.2574442273325837,0.08292114827630685
kin8nm,ll_svi,18,trainval,0.971843889868439,1.2662769677878876,0.07780811534924553
kin8nm,ll_svi,18,test,0.9577411477411477,1.2876529731464,0.08390001190532882
kin8nm,ll_svi,19,trainval,0.97598399565984,1.2801152203657677,0.0765426461368383
kin8nm,ll_svi,19,test,0.9765995115995116,1.2925923085331432,0.07999339331895865
naval-propulsion-plant,svi,0,trainval,0.9820747602644074,1.1557971775826306,0.0036180371964508865
naval-propulsion-plant,svi,0,test,0.981663872590109,1.171027755415011,0.003640927748259993
naval-propulsion-plant,svi,1,trainval,0.9858160320268131,1.142185555291601,0.0034457002078688453
naval-propulsion-plant,svi,1,test,0.981487845766974,1.1343477571682485,0.003505731573253383
naval-propulsion-plant,svi,2,trainval,0.9707303789218881,1.1313218076393632,0.0037732535158937807
naval-propulsion-plant,svi,2,test,0.9731642917015926,1.1241753248794562,0.003713314486159788
naval-propulsion-plant,svi,3,trainval,0.9818857648263662,1.1579482218654469,0.0037578727281802997
naval-propulsion-plant,svi,3,test,0.9803059513830679,1.165018286529037,0.0036623103693403333
naval-propulsion-plant,svi,4,trainval,0.9690876082301462,1.1528392842001982,0.0038041441355073377
naval-propulsion-plant,svi,4,test,0.9737175188600168,1.1622198942870718,0.003650201046487174
naval-propulsion-plant,svi,5,trainval,0.9877935015361698,1.1557029380915729,0.003515215921369636
naval-propulsion-plant,svi,5,test,0.9892204526404024,1.165974202201747,0.0034268520136713086
naval-propulsion-plant,svi,6,trainval,0.9818680755981752,1.1957465453782372,0.00381560204195849
naval-propulsion-plant,svi,6,test,0.9808968985750209,1.2177922653711515,0.0038427313286988223
naval-propulsion-plant,svi,7,trainval,0.9878954473512709,1.1657928329073064,0.0035961785295238807
naval-propulsion-plant,svi,7,test,0.9883109807208718,1.1702268954828692,0.003512579147585484
naval-propulsion-plant,svi,8,trainval,0.9675351457033796,1.164650687256616,0.003964790590164842
naval-propulsion-plant,svi,8,test,0.9638139145012573,1.17265739697572,0.003992017893436224
naval-propulsion-plant,svi,9,trainval,0.9819262638488037,1.159342534519644,0.0036567014173201655
