dataset,method,split,traintest,coverage,width,rmse
bostonHousing,ll_dropout,12,trainval,0.004395604395604396,0.005855958168129291,2.646274
bostonHousing,ll_dropout,12,test,0.0,0.003101642145708984,3.0260015
bostonHousing,ll_dropout,13,trainval,0.24175824175824176,0.36849959914850683,4.4025097
bostonHousing,ll_dropout,13,test,0.21568627450980393,0.42649603148220533,5.249455
bostonHousing,ll_dropout,14,trainval,0.035164835164835165,0.025062214037286777,2.4461324
bostonHousing,ll_dropout,14,test,0.0196078431372549,0.025563884715035297,3.0912576
bostonHousing,ll_dropout,15,trainval,0.2967032967032967,0.1969151548594767,2.6897645
bostonHousing,ll_dropout,15,test,0.29411764705882354,0.24638594734397512,3.115081
bostonHousing,ll_dropout,16,trainval,0.25054945054945055,0.1732976305040589,2.2588558
bostonHousing,ll_dropout,16,test,0.13725490196078433,0.14346919760962557,3.0951557
bostonHousing,ll_dropout,17,trainval,0.3384615384615385,0.2659223171338281,3.0021787
bostonHousing,ll_dropout,17,test,0.3333333333333333,0.2541473201350272,3.7246974
bostonHousing,ll_dropout,18,trainval,0.2879120879120879,0.2069767996858366,2.3649411
bostonHousing,ll_dropout,18,test,0.19607843137254902,0.21832237263844445,2.904987
bostonHousing,ll_dropout,19,trainval,0.4153846153846154,0.3962821752316382,3.4544928
bostonHousing,ll_dropout,19,test,0.4117647058823529,0.42623650998951024,5.6980376
concrete,ensemble,0,trainval,0.668824163969795,0.4470668915039323,4.310000706697901
concrete,ensemble,0,test,0.5048543689320388,0.466334065229204,6.099117940181366
concrete,ensemble,1,trainval,0.6796116504854369,0.4363194652684526,4.317147142136238
concrete,ensemble,1,test,0.5825242718446602,0.4710084518104126,5.712116041697611
concrete,ensemble,2,trainval,0.6763754045307443,0.44017673343583813,4.414390615889174
concrete,ensemble,2,test,0.5533980582524272,0.44771157662431066,5.344300099065062
concrete,ensemble,3,trainval,0.5846817691477886,0.4705719949242342,5.025913733730389
concrete,ensemble,3,test,0.6019417475728155,0.46755234558863096,6.128127468372624
concrete,ensemble,4,trainval,0.6903991370010788,0.45334877007329805,4.3169224259523595
concrete,ensemble,4,test,0.5436893203883495,0.4881103947916569,6.365868039652863
concrete,ensemble,5,trainval,0.6623516720604099,0.43993534718443855,4.378927531058271
concrete,ensemble,5,test,0.5922330097087378,0.4547928926776021,5.444466873669128
concrete,ensemble,6,trainval,0.7044228694714132,0.46033456680590923,4.353683010702859
concrete,ensemble,6,test,0.6310679611650486,0.48916983334773556,6.187092444705327
concrete,ensemble,7,trainval,0.6796116504854369,0.46613248138009894,4.377433588844883
concrete,ensemble,7,test,0.5825242718446602,0.47669443542898,5.829434717256377
concrete,ensemble,8,trainval,0.7076591154261057,0.48129111571747896,4.441739416117982
concrete,ensemble,8,test,0.5922330097087378,0.49982625357778204,5.656854481677401
concrete,ensemble,9,trainval,0.48651564185544766,0.353857426088598,5.071053575978191
concrete,ensemble,9,test,0.5048543689320388,0.36722889365663425,5.453531473246351
concrete,ensemble,10,trainval,0.7184466019417476,0.6669665167788782,6.006304546866043
concrete,ensemble,10,test,0.7572815533980582,0.6675060112442124,5.938953060626534
concrete,ensemble,11,trainval,0.47249190938511326,0.35688174041211596,5.105817025521119
concrete,ensemble,11,test,0.5242718446601942,0.37560687886222277,5.445266786226419
concrete,ensemble,12,trainval,0.6785329018338727,0.4458029596454152,4.415461772330534
concrete,ensemble,12,test,0.5922330097087378,0.4879928105232076,5.8832117102903245
concrete,ensemble,13,trainval,0.6612729234088457,0.46526926987499373,4.526400612675145
concrete,ensemble,13,test,0.6796116504854369,0.4954065534104612,5.125504361497447
concrete,ensemble,14,trainval,0.5382955771305286,0.4725239156859857,5.451198866245319
concrete,ensemble,14,test,0.44660194174757284,0.4732705147675624,6.481240255060626
concrete,ensemble,15,trainval,0.6677454153182308,0.44769245028417615,4.402938515087502
concrete,ensemble,15,test,0.6019417475728155,0.4600099926158331,5.398048742773367
concrete,ensemble,16,trainval,0.6947141316073355,0.4392816674268246,4.319185857378238
concrete,ensemble,16,test,0.5728155339805825,0.47346194759530696,5.544887618580279
concrete,ensemble,17,trainval,0.6418554476806904,0.42745786839702815,4.3489905619877955
concrete,ensemble,17,test,0.6019417475728155,0.4766714117794606,5.6616421012997025
concrete,ensemble,18,trainval,0.6957928802588996,0.44669799819114725,4.284033472274098
concrete,ensemble,18,test,0.5922330097087378,0.5119097700615381,6.47707090130157
concrete,ensemble,19,trainval,0.6839266450916937,0.4517401687319613,4.40480926680536
concrete,ensemble,19,test,0.6504854368932039,0.5009867371671859,6.037246819074557
concrete,dropout,0,trainval,0.8241639697950378,1.0559546093860857,6.692193
concrete,dropout,0,test,0.7475728155339806,1.0314041335861677,7.790784
concrete,dropout,1,trainval,0.6957928802588996,0.980177464090712,6.755523
concrete,dropout,1,test,0.7087378640776699,1.0025884167522952,8.0745125
concrete,dropout,2,trainval,0.8133764832793959,1.1037950544765416,6.8209863
concrete,dropout,2,test,0.7669902912621359,1.0603792897619997,7.2551312
concrete,dropout,3,trainval,0.6990291262135923,0.9034480013616825,7.154235
concrete,dropout,3,test,0.6893203883495146,0.9121589924586542,7.9183016
concrete,dropout,4,trainval,0.7702265372168284,1.0881102623266268,6.975163
concrete,dropout,4,test,0.6893203883495146,1.131672308942316,9.19913
concrete,dropout,5,trainval,0.7799352750809061,1.002182328848742,6.90024
concrete,dropout,5,test,0.7961165048543689,1.0856945782092926,7.4221454
concrete,dropout,6,trainval,0.8047464940668824,1.1142591999066862,7.0578375
concrete,dropout,6,test,0.7669902912621359,1.167125244823125,8.251099
concrete,dropout,7,trainval,0.7669902912621359,1.0492682185960778,6.8777094
concrete,dropout,7,test,0.7475728155339806,0.9721075699507422,7.0724564
concrete,dropout,8,trainval,0.7098166127292341,0.9599322460373678,6.5935965
concrete,dropout,8,test,0.6699029126213593,0.9257162216648662,7.4311166
concrete,dropout,9,trainval,0.6526429341963322,0.7308528849198718,5.9679227
concrete,dropout,9,test,0.6601941747572816,0.7421928040350224,6.138369
concrete,dropout,10,trainval,0.7044228694714132,1.1548464677656898,8.302635
concrete,dropout,10,test,0.7087378640776699,1.1651688785856393,8.131017
concrete,dropout,11,trainval,0.8565264293419633,1.143795391846206,6.9681616
concrete,dropout,11,test,0.8252427184466019,1.1865997006531521,7.639077
concrete,dropout,12,trainval,0.7367853290183387,1.0514540820207505,6.9233737
concrete,dropout,12,test,0.7475728155339806,1.0812224997191098,7.9418497
concrete,dropout,13,trainval,0.8004314994606256,1.0873704041490577,6.7295594
concrete,dropout,13,test,0.883495145631068,1.0991394701043513,6.6804514
concrete,dropout,14,trainval,0.7454153182308522,1.1905844505388719,8.310521
concrete,dropout,14,test,0.7184466019417476,1.1982445999110969,8.287061
concrete,dropout,15,trainval,0.8187702265372169,1.0830961995432853,6.804008
concrete,dropout,15,test,0.8252427184466019,1.0342812017594532,6.9940605
concrete,dropout,16,trainval,0.7454153182308522,0.9682182132493301,6.1792073
concrete,dropout,16,test,0.6116504854368932,0.9125479499706719,7.1027093
concrete,dropout,17,trainval,0.8090614886731392,0.9504275331631012,5.97612
concrete,dropout,17,test,0.7669902912621359,0.9778791157451994,6.7281103
concrete,dropout,18,trainval,0.6720604099244876,1.0845865485825883,8.08075
concrete,dropout,18,test,0.5728155339805825,1.0659107089303412,8.442028
concrete,dropout,19,trainval,0.5631067961165048,0.8938558592374707,6.9064035
concrete,dropout,19,test,0.6601941747572816,0.9326430216705148,7.549853
concrete,ll_dropout,0,trainval,0.016181229773462782,0.04700483755054036,6.087373
concrete,ll_dropout,0,test,0.02912621359223301,0.03621558266060823,7.76039
concrete,ll_dropout,1,trainval,0.018338727076591153,0.04842883791358335,5.901468
concrete,ll_dropout,1,test,0.019417475728155338,0.04747161602048543,6.681814
concrete,ll_dropout,2,trainval,0.0593311758360302,0.040676213069282215,5.1221385
concrete,ll_dropout,2,test,0.04854368932038835,0.031190916274973036,5.7527766
concrete,ll_dropout,3,trainval,0.05825242718446602,0.04723957995715461,4.9000425
concrete,ll_dropout,3,test,0.05825242718446602,0.053105241476042134,6.555505
concrete,ll_dropout,4,trainval,0.08198489751887811,0.08359605514426367,6.3425317
concrete,ll_dropout,4,test,0.04854368932038835,0.07371304475002621,8.908429
concrete,ll_dropout,5,trainval,0.034519956850053934,0.04665008233872179,5.7515655
concrete,ll_dropout,5,test,0.07766990291262135,0.05925278755079209,6.3833423
concrete,ll_dropout,6,trainval,0.030204962243797196,0.04451656912990044,4.732055
concrete,ll_dropout,6,test,0.009708737864077669,0.05449370617634355,6.375908
concrete,ll_dropout,7,trainval,0.04854368932038835,0.05689621022070145,5.285478
concrete,ll_dropout,7,test,0.04854368932038835,0.051793049760921944,5.722783
concrete,ll_dropout,8,trainval,0.06040992448759439,0.05004493254638727,5.2027674
concrete,ll_dropout,8,test,0.038834951456310676,0.058356430081901826,6.284075
concrete,ll_dropout,9,trainval,0.267529665587918,0.33992285534562827,7.0797358
concrete,ll_dropout,9,test,0.2524271844660194,0.37186915314315216,6.9842806
concrete,ll_dropout,10,trainval,0.030204962243797196,0.030482326571399418,5.175781
concrete,ll_dropout,10,test,0.009708737864077669,0.017414499327200853,5.6628833
concrete,ll_dropout,11,trainval,0.19633225458468176,0.18464559319034876,5.4619007
concrete,ll_dropout,11,test,0.14563106796116504,0.1752457496316088,6.367506
concrete,ll_dropout,12,trainval,0.3376483279395901,0.20508224017672594,4.820053
concrete,ll_dropout,12,test,0.32038834951456313,0.20184782021472988,6.421008
concrete,ll_dropout,13,trainval,0.08198489751887811,0.07186326499857226,5.319459
concrete,ll_dropout,13,test,0.08737864077669903,0.0659144700513767,5.652083
concrete,ll_dropout,14,trainval,0.07874865156418555,0.05757432956357486,4.5946445
concrete,ll_dropout,14,test,0.06796116504854369,0.06722317444786101,6.1992564
concrete,ll_dropout,15,trainval,0.41316073354908306,0.5387128730714891,7.0811405
concrete,ll_dropout,15,test,0.42718446601941745,0.533717730877478,7.1285663
concrete,ll_dropout,16,trainval,0.034519956850053934,0.041978036686468406,5.650893
concrete,ll_dropout,16,test,0.04854368932038835,0.04048873723751443,6.855616
concrete,ll_dropout,17,trainval,0.036677454153182305,0.03927287209448904,5.0537486
concrete,ll_dropout,17,test,0.02912621359223301,0.05541634046157929,6.552552
concrete,ll_dropout,18,trainval,0.05825242718446602,0.055530013228497675,4.8994384
concrete,ll_dropout,18,test,0.07766990291262135,0.02490125891794272,6.089469
concrete,ll_dropout,19,trainval,0.038834951456310676,0.05712319444457466,5.2591004
concrete,ll_dropout,19,test,0.019417475728155338,0.037199943647747605,6.904409
energy,ensemble,0,trainval,0.9044862518089725,0.2294606333110785,0.9656875868085492
energy,ensemble,0,test,0.8571428571428571,0.2382388273542702,1.0402131418430982
energy,ensemble,1,trainval,0.8668596237337193,0.23955643920996225,0.994318289574008
energy,ensemble,1,test,0.8311688311688312,0.2419113941665323,1.0892936497816366
energy,ensemble,2,trainval,0.9117221418234442,0.23709488604883489,0.9725066078961837
energy,ensemble,2,test,0.922077922077922,0.23278621546629527,0.981987648857707
energy,ensemble,3,trainval,0.9377713458755427,0.235903119225584,0.9726399160153534
energy,ensemble,3,test,0.8831168831168831,0.23104334896865322,0.9963271637833436
energy,ensemble,4,trainval,0.9059334298118669,0.23511559928416692,0.9635182271992814
energy,ensemble,4,test,0.8311688311688312,0.244711476334176,1.1282496162235118
energy,ensemble,5,trainval,0.8958031837916064,0.21643183961126597,0.9151207848135391
energy,ensemble,5,test,0.8311688311688312,0.2101742346525493,1.0302948108278305
energy,ensemble,6,trainval,0.9117221418234442,0.22624621652330476,0.9440872642691198
energy,ensemble,6,test,0.8311688311688312,0.2447636679201044,1.1432611392985783
energy,ensemble,7,trainval,0.9088277858176556,0.22837758167073713,0.9590864021230272
energy,ensemble,7,test,0.8701298701298701,0.2507929377662947,1.1335670956873298
energy,ensemble,8,trainval,0.8581765557163531,0.2555337030030812,1.1392415919964929
energy,ensemble,8,test,0.8311688311688312,0.27013609841266195,1.2164640349717104
energy,ensemble,9,trainval,0.9247467438494935,0.22987700939183497,0.949472519208906
energy,ensemble,9,test,0.922077922077922,0.26368211923035245,1.1817718848200247
energy,ensemble,10,trainval,0.894356005788712,0.22202848171836,0.9430467874418226
energy,ensemble,10,test,0.8961038961038961,0.24700304912159612,1.0472485717114377
energy,ensemble,11,trainval,0.8712011577424024,0.20970978775747653,0.9133691195976001
energy,ensemble,11,test,0.8311688311688312,0.20259323807545648,0.9998172038050192
energy,ensemble,12,trainval,0.8769898697539797,0.22092966452930546,0.9321261780144026
energy,ensemble,12,test,0.9090909090909091,0.2269682272406877,1.0336037158357962
energy,ensemble,13,trainval,0.9131693198263386,0.23092325268051844,0.9797896547168122
energy,ensemble,13,test,0.8571428571428571,0.24379438391415148,1.1201041053294407
energy,ensemble,14,trainval,0.7945007235890015,0.2504414683392086,1.1560052874477342
energy,ensemble,14,test,0.8441558441558441,0.24783736130613462,1.1585340302007043
energy,ensemble,15,trainval,0.9131693198263386,0.2258822475806048,0.9482543975913323
energy,ensemble,15,test,0.8701298701298701,0.22693923101196545,0.9931807270369079
energy,ensemble,16,trainval,0.9204052098408104,0.23148130287250232,0.9309922353785995
energy,ensemble,16,test,0.8831168831168831,0.23617746570130402,1.010222918730772
energy,ensemble,17,trainval,0.9030390738060782,0.22656366974038253,0.9798595354712568
energy,ensemble,17,test,0.8961038961038961,0.2241744041269054,1.00873684291348
energy,ensemble,18,trainval,0.9117221418234442,0.2699646932561459,1.1554069479434046
energy,ensemble,18,test,0.8311688311688312,0.25686178157965356,1.3649422619170162
energy,ensemble,19,trainval,0.9363241678726484,0.23278072438122696,0.9669815222859369
energy,ensemble,19,test,0.9090909090909091,0.2464753475879803,1.1469992164566891
energy,dropout,0,trainval,0.5586107091172214,0.5160962168340246,2.5390704
energy,dropout,0,test,0.4935064935064935,0.5088078090220318,2.3893805
energy,dropout,1,trainval,0.8958031837916064,0.5588162780188367,2.0112782
energy,dropout,1,test,0.9090909090909091,0.626155697063453,2.184946
energy,dropout,2,trainval,0.8118668596237337,0.5538844015954238,1.9981455
energy,dropout,2,test,0.8051948051948052,0.5462913808136848,1.9654183
energy,dropout,3,trainval,0.6164978292329957,0.4796628046782733,2.1840458
energy,dropout,3,test,0.5194805194805194,0.4398389300333857,2.2871783
energy,dropout,4,trainval,0.8798842257597684,0.5058880768198144,1.8192675
energy,dropout,4,test,0.8051948051948052,0.5217859440582442,2.116209
energy,dropout,5,trainval,0.9015918958031838,0.5750061612090981,2.0618148
energy,dropout,5,test,0.8571428571428571,0.5284855289081141,2.0783043
energy,dropout,6,trainval,0.8306801736613604,0.5730331016555025,2.1724248
energy,dropout,6,test,0.8181818181818182,0.6649811196359281,2.5521393
energy,dropout,7,trainval,0.8017366136034733,0.6046037871336196,2.3933418
energy,dropout,7,test,0.7792207792207793,0.6526955809356375,2.5496194
energy,dropout,8,trainval,0.788712011577424,0.5373243923020095,2.0942445
energy,dropout,8,test,0.7532467532467533,0.5256772756392554,1.9108027
energy,dropout,9,trainval,0.7337192474674384,0.5763528955046576,2.505951
energy,dropout,9,test,0.7402597402597403,0.6443753350181743,2.7430336
energy,dropout,10,trainval,0.9001447178002895,0.5916410810283748,2.1875408
energy,dropout,10,test,0.935064935064935,0.6479485507315315,2.3493805
energy,dropout,11,trainval,0.8683068017366136,0.5628608651148711,1.9516915
energy,dropout,11,test,0.8051948051948052,0.5267120919958375,1.9930519
energy,dropout,12,trainval,0.8856729377713459,0.6158652726033207,2.1957815
energy,dropout,12,test,0.8441558441558441,0.5924053314544464,2.1415048
energy,dropout,13,trainval,0.6526772793053546,0.5085490468506803,2.0461438
energy,dropout,13,test,0.6753246753246753,0.5791990404527038,2.2792947
energy,dropout,14,trainval,0.9276410998552822,0.6127368305886043,2.1140854
energy,dropout,14,test,0.8831168831168831,0.6416721461539311,2.1550431
energy,dropout,15,trainval,0.9421128798842258,0.5911357828649169,2.004696
energy,dropout,15,test,0.961038961038961,0.5975357452989508,2.0294907
energy,dropout,16,trainval,0.9507959479015919,0.6518962126809904,2.1100612
energy,dropout,16,test,0.9090909090909091,0.6905926214281991,2.30991
energy,dropout,17,trainval,0.8958031837916064,0.5626774100340531,2.0129948
energy,dropout,17,test,0.9090909090909091,0.5683870706296299,1.9270576
energy,dropout,18,trainval,0.9218523878437048,0.5965449870856542,1.99963
energy,dropout,18,test,0.922077922077922,0.5670955839058612,2.2525923
energy,dropout,19,trainval,0.7727930535455861,0.7280875416699384,3.4545834
energy,dropout,19,test,0.7012987012987013,0.7852722056133702,3.844399
energy,ll_dropout,0,trainval,0.15629522431259044,0.08743400399502618,1.1322172
energy,ll_dropout,0,test,0.09090909090909091,0.09726554258514224,1.107219
energy,ll_dropout,1,trainval,0.1476121562952243,0.09475364584064445,1.7816559
energy,ll_dropout,1,test,0.12987012987012986,0.09008934328781507,1.8455623
energy,ll_dropout,2,trainval,0.26772793053545585,0.09338619889400182,1.2459618
energy,ll_dropout,2,test,0.2597402597402597,0.09880209217549756,1.1264861
energy,ll_dropout,3,trainval,0.2894356005788712,0.1214855611708324,2.2758334
energy,ll_dropout,3,test,0.2597402597402597,0.0906333123069045,2.21781
energy,ll_dropout,4,trainval,0.3907380607814761,0.12293211025879348,1.8191468
energy,ll_dropout,4,test,0.36363636363636365,0.15040161981076564,1.8073896
energy,ll_dropout,5,trainval,0.3979739507959479,0.17920146962556777,1.2931719
energy,ll_dropout,5,test,0.3116883116883117,0.17081914070156481,1.4577127
energy,ll_dropout,6,trainval,0.14905933429811866,0.07636311510420797,1.0370451
energy,ll_dropout,6,test,0.12987012987012986,0.06507003617389259,1.1959006
energy,ll_dropout,7,trainval,0.11287988422575977,0.07985150578935164,1.1749084
energy,ll_dropout,7,test,0.15584415584415584,0.0725321113114268,1.1486678
energy,ll_dropout,8,trainval,0.6078147612156295,0.19998051632542949,1.6586965
energy,ll_dropout,8,test,0.5844155844155844,0.20364152059528862,1.7134573
energy,ll_dropout,9,trainval,0.30101302460202606,0.10663473407503075,0.98780686
energy,ll_dropout,9,test,0.23376623376623376,0.11040625529141411,1.0727488
energy,ll_dropout,10,trainval,0.8364688856729378,0.4190593034024546,2.2675374
energy,ll_dropout,10,test,0.7922077922077922,0.44939378676498504,2.543044
energy,ll_dropout,11,trainval,0.11143270622286541,0.07358967870875352,1.4438285
energy,ll_dropout,11,test,0.11688311688311688,0.08241257635757912,1.2728964
energy,ll_dropout,12,trainval,0.041968162083936326,0.08490691125541198,1.8091075
energy,ll_dropout,12,test,0.03896103896103896,0.10773604828135089,1.7097167
energy,ll_dropout,13,trainval,0.11143270622286541,0.09932117259550288,1.4873405
energy,ll_dropout,13,test,0.12987012987012986,0.11007191749959644,1.3950613
energy,ll_dropout,14,trainval,0.40086830680173663,0.1221765983814667,1.0632821
energy,ll_dropout,14,test,0.3246753246753247,0.1067970593575946,1.105565
energy,ll_dropout,15,trainval,0.2865412445730825,0.09851465414556965,1.4848459
energy,ll_dropout,15,test,0.23376623376623376,0.09896853811565384,1.6124371
